name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW240921_201835,GW240921_201835-v1,1410985133.8,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240921_201835-v1,34.9,-9.4,8.9,9.8,-1.7,3.0,11.3,,,920.0,-300.0,760.0,,,,44.8,-7.0,7.5,15.62,-1.52,0.76,,,,0.18,-0.06,0.13,1e-05,,,0.99,,,43.7,-7.2,7.6
GW240920_124024,GW240920_124024-v1,1410871242.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240920_124024-v1,37.1,-2.8,4.0,31.9,-3.9,3.0,37.4,,,1090.0,-320.0,220.0,-0.04,-0.09,0.08,68.8,-2.6,3.7,29.8,-1.2,1.7,,,,0.21,-0.06,0.04,1e-05,,,0.99,,,65.6,-2.4,3.5
GW240920_073424,GW240920_073424-v1,1410852882.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240920_073424-v1,24.7,-5.6,7.6,13.4,-3.2,3.3,14.0,,,1440.0,-550.0,620.0,-0.09,-0.16,0.19,38.2,-3.9,5.6,15.6,-1.3,1.5,,,,0.27,-0.09,0.1,1e-05,,,0.99,,,36.7,-3.8,5.6
GW240919_215453,GW240919_215453-v1,1410818111.6,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240919_215453-v1,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,5.1,,,0.7,,,,,
GW240919_061559,GW240919_061559-v1,1410761777.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240919_061559-v1,38.3,-5.5,6.6,29.6,-5.9,5.4,16.9,,,1870.0,-740.0,820.0,-0.02,-0.17,0.16,67.8,-5.9,7.0,29.0,-2.6,3.2,,,,0.34,-0.12,0.12,1e-05,,,0.99,,,64.7,-5.6,6.5
GW240917_130237,GW240917_130237-v1,1410613375.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240917_130237-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,1.7999999999999998,,,0.85,,,,,
GW240916_184352,GW240916_184352-v1,1410547450.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240916_184352-v1,10.7,-1.7,4.2,7.8,-2.2,1.5,9.8,,,1280.0,-640.0,630.0,0.05,-0.09,0.14,18.7,-1.7,2.4,7.89,-0.62,0.8,,,,0.25,-0.11,0.1,0.028,,,0.99,,,17.8,-1.6,2.5
GW240915_105151,GW240915_105151-v1,1410432729.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240915_105151-v1,11.6,-2.2,7.3,7.5,-2.6,1.7,13.9,,,630.0,-280.0,260.0,0.07,-0.09,0.22,19.4,-1.3,4.4,8.07,-0.32,0.4,,,,0.13,-0.05,0.05,1e-05,,,0.99,,,18.5,-1.2,4.6
GW240915_045510,GW240915_045510-v1,1410411328.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240915_045510-v1,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,3.5,,,0.75,,,,,
GW240915_001357,GW240915_001357-v1,1410394455.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240915_001357-v1,10.9,-1.7,5.5,7.7,-2.3,1.3,16.4,,,920.0,-290.0,190.0,0.13,-0.05,0.16,18.8,-0.87,3.1,7.95,-0.21,0.37,,,,0.18,-0.05,0.03,1e-05,,,0.99,,,17.88,-0.86,3.22
GW240913_111216,GW240913_111216-v1,1410261154.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240913_111216-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,6.2,,,0.62,,,,,
GW240910_103535,GW240910_103535-v1,1409999753.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240910_103535-v1,10.9,-2.4,3.1,6.3,-1.3,1.7,17.8,,,740.0,-310.0,170.0,0.12,-0.07,0.12,17.3,-1.1,1.8,7.16,-0.19,0.39,,,,0.15,-0.06,0.03,1e-05,,,0.99,,,16.6,-1.1,1.9
GW240908_174149,GW240908_174149-v1,1409852527.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240908_174149-v1,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,3.1,,,0.67,,,,,
GW240908_125134,GW240908_125134-v1,1409835112.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240908_125134-v1,45.0,-11.0,15.0,32.0,-11.0,11.0,8.6,,,4700.0,-2300.0,3500.0,-0.09,-0.3,0.24,77.0,-15.0,19.0,32.5,-6.6,8.6,,,,0.74,-0.31,0.42,0.29,,,0.97,,,74.0,-14.0,18.0
GW240908_082628,GW240908_082628-v1,1409819206.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240908_082628-v1,39.8,-9.4,11.8,27.7,-9.2,8.4,11.1,,,3100.0,-1300.0,2600.0,0.14,-0.25,0.24,68.0,-14.0,12.0,28.6,-5.8,5.6,,,,0.53,-0.2,0.34,1.2e-05,,,0.99,,,65.0,-13.0,11.0
GW240907_153833,GW240907_153833-v1,1409758731.8,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240907_153833-v1,38.0,-8.0,11.3,28.3,-8.5,8.7,10.5,,,4500.0,-2100.0,3100.0,0.04,-0.25,0.26,67.0,-12.0,14.0,28.3,-5.0,6.5,,,,0.71,-0.29,0.38,8e-05,,,0.99,,,63.0,-11.0,14.0
GW240907_121650,GW240907_121650-v1,1409746628.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240907_121650-v1,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,6.0,,,0.52,,,,,
GW240907_092521,GW240907_092521-v1,1409736339.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240907_092521-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,4.0,,,0.72,,,,,
GW240902_143306,GW240902_143306-v1,1409322804.8,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240902_143306-v1,24.4,-4.4,6.8,18.3,-5.2,4.9,10.6,,,2900.0,-1300.0,1700.0,-0.03,-0.3,0.28,42.7,-5.8,8.2,18.2,-2.6,3.6,,,,0.49,-0.2,0.24,1e-05,,,0.99,,,40.8,-5.5,7.5
GW240901_195332,GW240901_195332-v1,1409255630.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240901_195332-v1,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,7.799999999999999,,,0.62,,,,,
GW240830_211120,GW240830_211120-v1,1409087498.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240830_211120-v1,11.9,-2.3,3.6,7.8,-1.7,1.6,11.1,,,1140.0,-490.0,500.0,0.07,-0.07,0.13,19.8,-1.6,2.3,8.33,-0.54,0.66,,,,0.22,-0.09,0.08,1e-05,,,0.99,,,18.9,-1.6,2.3
GW240828_102340,GW240828_102340-v1,1408875838.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240828_102340-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,3.8000000000000003,,,0.62,,,,,
GW240825_055146,GW240825_055146-v1,1408600325.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240825_055146-v1,13.2,-3.0,5.8,7.9,-2.2,2.0,10.3,,,1250.0,-550.0,530.0,0.07,-0.13,0.19,21.3,-2.1,3.8,8.77,-0.61,0.77,,,,0.24,-0.1,0.09,2e-05,,,0.99,,,20.3,-2.0,3.9
GW240824_205609,GW240824_205609-v1,1408568187.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240824_205609-v1,70.0,-24.0,32.0,37.0,-17.0,20.0,9.0,,,5300.0,-3000.0,5400.0,0.08,-0.35,0.34,107.0,-27.0,37.0,43.0,-12.0,17.0,,,,0.81,-0.41,0.62,0.25,,,0.96,,,103.0,-26.0,36.0
GW240814_145043,GW240814_145043-v1,1407682261.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240814_145043-v1,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,2.1,,,0.74,,,,,
GW240813_034548,GW240813_034548-v1,1407555966.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240813_034548-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,19.0,,,0.64,,,,,
GW240807_214559,GW240807_214559-v1,1407102377.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240807_214559-v1,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,17.0,,,0.66,,,,,
GW240806_043539,GW240806_043539-v1,1406954157.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240806_043539-v1,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,1.9000000000000001,,,0.89,,,,,
GW240716_034900,GW240716_034900-v1,1405136958.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240716_034900-v1,40.3,-8.0,8.8,26.5,-6.4,6.7,12.9,,,1860.0,-930.0,1390.0,-0.02,-0.25,0.22,66.8,-7.8,8.8,28.1,-3.3,3.9,,,,0.34,-0.16,0.21,1e-05,,,0.99,,,63.9,-7.5,8.4
GW240705_053215,GW240705_053215-v1,1404192753.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240705_053215-v1,47.1,-7.7,9.7,35.3,-8.2,8.0,16.8,,,3700.0,-1600.0,1400.0,-0.03,-0.21,0.2,81.9,-8.1,12.8,34.9,-3.6,5.7,,,,0.61,-0.23,0.18,1e-05,,,0.99,,,78.2,-7.7,12.1
GW240703_191355,GW240703_191355-v1,1404069253.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240703_191355-v1,34.4,-6.2,8.5,26.4,-6.7,5.9,10.1,,,1880.0,-860.0,1540.0,0.05,-0.2,0.21,61.2,-9.3,8.6,26.2,-4.0,3.8,,,,0.34,-0.14,0.23,1e-05,,,0.99,,,58.3,-8.8,8.0
GW240701_203807,GW240701_203807-v1,1403901505.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240701_203807-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,8.6,,,0.55,,,,,
GW240701_013826,GW240701_013826-v1,1403833124.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240701_013826-v1,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,2.5,,,0.64,,,,,
GW240701_011640,GW240701_011640-v1,1403831818.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240701_011640-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,12.0,,,0.51,,,,,
GW240630_212937,GW240630_212937-v1,1403818195.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240630_212937-v1,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,4.9,,,0.75,,,,,
GW240630_115348,GW240630_115348-v1,1403783646.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240630_115348-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,6.5,,,0.67,,,,,
GW240630_101703,GW240630_101703-v1,1403777841.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240630_101703-v1,28.6,-4.8,7.6,21.6,-5.3,5.0,10.6,,,3200.0,-1400.0,1500.0,-0.04,-0.27,0.23,50.2,-5.8,8.0,21.4,-2.5,3.5,,,,0.54,-0.2,0.21,1.4999999999999999e-05,,,0.99,,,48.0,-5.5,7.5
GW240629_145256,GW240629_145256-v1,1403707994.8,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240629_145256-v1,11.1,-1.7,3.0,7.8,-1.6,1.4,12.7,,,1280.0,-500.0,340.0,0.04,-0.06,0.11,18.9,-1.1,1.8,8.01,-0.35,0.61,,,,0.25,-0.09,0.06,1e-05,,,0.99,,,18.1,-1.1,1.8
GW240627_131622,GW240627_131622-v1,1403529400.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240627_131622-v1,13.2,-3.5,5.7,6.7,-1.8,2.4,9.8,,,1350.0,-570.0,620.0,,,,20.1,-2.2,3.8,8.08,-0.57,0.72,,,,0.26,-0.1,0.1,0.087,,,0.99,,,19.3,-2.2,4.0
GW240625_073331,GW240625_073331-v1,1403336029.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240625_073331-v1,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,2.5,,,0.64,,,,,
GW240622_004008,GW240622_004008-v1,1403052026.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240622_004008-v1,18.6,-4.0,7.6,11.3,-3.2,2.9,12.7,,,1470.0,-530.0,600.0,0.25,-0.1,0.13,30.2,-2.9,4.5,12.5,-0.91,0.98,,,,0.28,-0.09,0.1,1e-05,,,0.99,,,28.7,-2.8,4.8
GW240621_214041,GW240621_214041-v1,1403041259.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240621_214041-v1,45.0,-11.0,17.0,32.0,-11.0,13.0,7.9,,,6800.0,-3400.0,4800.0,,,,76.0,-16.0,24.0,32.1,-6.7,10.3,,,,1.0,-0.44,0.54,0.038,,,0.99,,,73.0,-15.0,22.0
GW240621_200935,GW240621_200935-v1,1403035793.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240621_200935-v1,41.6,-8.3,11.6,31.6,-9.5,9.8,10.7,,,4800.0,-2400.0,3000.0,-0.09,-0.28,0.23,73.0,-12.0,17.0,31.1,-5.3,7.6,,,,0.75,-0.32,0.36,0.0012,,,0.99,,,70.0,-11.0,16.0
GW240621_195059,GW240621_195059-v1,1403034677.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240621_195059-v1,36.8,-3.7,4.4,29.7,-5.2,4.1,28.2,,,1210.0,-430.0,260.0,,,,66.0,-2.8,4.6,28.4,-1.4,2.2,,,,0.23,-0.08,0.04,1e-05,,,0.99,,,62.9,-2.6,4.2
GW240621_103457,GW240621_103457-v1,1403001315.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240621_103457-v1,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,10.0,,,0.51,,,,,
GW240620_094631,GW240620_094631-v1,1402912009.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240620_094631-v1,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,2.1,,,0.68,,,,,
GW240619_212357,GW240619_212357-v1,1402867455.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240619_212357-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,10.0,,,0.51,,,,,
GW240619_044535,GW240619_044535-v1,1402807553.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240619_044535-v1,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,5.1,,,0.75,,,,,
GW240618_071627,GW240618_071627-v1,1402730205.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240618_071627-v1,65.0,-19.0,24.0,40.0,-15.0,17.0,8.7,,,5500.0,-2900.0,5100.0,,,,105.0,-24.0,30.0,43.0,-10.0,13.0,,,,0.84,-0.39,0.59,0.16,,,0.98,,,101.0,-23.0,28.0
GW240615_160735,GW240615_160735-v1,1402502873.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240615_160735-v1,28.5,-5.6,7.9,20.0,-5.6,5.7,13.1,,,4000.0,-1900.0,1900.0,0.28,-0.24,0.2,48.5,-5.9,8.5,20.4,-2.4,4.0,,,,0.65,-0.27,0.24,2.7999999999999996e-05,,,0.99,,,45.9,-5.6,8.0
GW240615_113620,GW240615_113620-v1,1402486598.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240615_113620-v1,34.0,-3.7,5.4,26.4,-4.8,4.0,26.4,,,1560.0,-450.0,290.0,-0.07,-0.13,0.11,60.4,-2.5,3.5,25.9,-1.2,1.7,,,,0.29,-0.08,0.05,1e-05,,,0.99,,,57.8,-2.4,3.3
GW240613_011503,GW240613_011503-v1,1402276521.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240613_011503-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,3.7000000000000006,,,0.74,,,,,
GW240612_081540,GW240612_081540-v1,1402215358.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240612_081540-v1,55.0,-13.0,21.0,38.0,-16.0,16.0,9.9,,,6200.0,-3100.0,4100.0,0.07,-0.34,0.34,92.0,-18.0,27.0,38.5,-8.5,12.2,,,,0.93,-0.4,0.47,0.56,,,0.92,,,88.0,-17.0,25.0
GW240611_214835,GW240611_214835-v1,1402177733.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240611_214835-v1,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,1.7,,,0.61,,,,,
GW240601_231004,GW240601_231004-v1,1401318622.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240601_231004-v1,10.6,-1.7,4.8,7.7,-2.4,1.5,10.4,,,1270.0,-540.0,530.0,0.09,-0.07,0.16,18.6,-1.5,2.4,7.8,-0.51,0.65,,,,0.25,-0.1,0.09,2.6000000000000002e-05,,,0.99,,,17.7,-1.4,2.6
GW240601_061200,GW240601_061200-v1,1401257538.3,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240601_061200-v1,52.0,-16.0,20.0,32.0,-11.0,12.0,10.0,,,5100.0,-2600.0,4400.0,-0.08,-0.31,0.27,85.0,-20.0,23.0,35.3,-7.9,9.7,,,,0.79,-0.35,0.52,0.082,,,0.99,,,82.0,-19.0,22.0
GW240531_075248,GW240531_075248-v1,1401177186.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240531_075248-v1,33.0,-7.6,10.4,22.6,-6.4,7.6,9.3,,,4100.0,-2200.0,2800.0,0.04,-0.27,0.26,55.6,-9.1,13.0,23.4,-3.8,5.6,,,,0.67,-0.32,0.35,0.0039,,,0.99,,,53.1,-8.7,12.2
GW240531_040326,GW240531_040326-v1,1401163424.6,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240531_040326-v1,19.5,-3.7,7.4,14.3,-4.3,3.5,9.1,,,3000.0,-1500.0,1600.0,0.14,-0.21,0.22,34.0,-4.3,6.4,14.4,-1.8,2.6,,,,0.52,-0.23,0.22,0.8700000000000001,,,0.95,,,32.3,-4.1,6.1
GW240530_012417,GW240530_012417-v1,1401067476.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240530_012417-v1,14.1,-3.3,8.4,8.3,-3.0,2.1,10.8,,,1010.0,-500.0,630.0,0.04,-0.11,0.25,22.6,-2.4,5.4,9.26,-0.75,0.78,,,,0.2,-0.09,0.11,1e-05,,,0.99,,,21.6,-2.3,5.6
GW240527_230910,GW240527_230910-v1,1400886568.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240527_230910-v1,27.6,-9.6,8.9,10.0,-2.1,4.9,11.0,,,1190.0,-320.0,320.0,-0.03,-0.24,0.2,37.5,-5.1,7.0,14.07,-0.63,0.76,,,,0.23,-0.06,0.05,1.3999999999999998e-05,,,0.99,,,36.4,-5.3,7.1
GW240527_183429,GW240527_183429-v1,1400870087.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240527_183429-v1,52.0,-12.0,17.0,33.0,-15.0,15.0,10.4,,,6400.0,-3100.0,3500.0,0.31,-0.33,0.27,84.0,-13.0,22.0,34.5,-6.7,10.8,,,,0.96,-0.4,0.4,0.00017,,,0.99,,,80.0,-12.0,20.0
GW240527_150907,GW240527_150907-v1,1400857765.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240527_150907-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,2.2,,,0.81,,,,,
GW240526_093944,GW240526_093944-v1,1400751602.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240526_093944-v1,14.5,-3.6,6.1,8.4,-2.3,2.5,9.7,,,1940.0,-940.0,1100.0,0.22,-0.12,0.14,23.2,-3.2,4.3,9.5,-1.0,1.3,,,,0.35,-0.16,0.16,0.14,,,0.97,,,22.1,-3.1,4.4
GW240525_201644,GW240525_201644-v1,1400703422.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240525_201644-v1,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,2.3,,,0.81,,,,,
GW240525_031210,GW240525_031210-v1,1400641948.6,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240525_031210-v1,31.1,-7.2,12.1,21.4,-6.8,7.1,9.1,,,4500.0,-2200.0,3000.0,0.17,-0.26,0.25,52.8,-9.2,12.4,22.1,-3.8,5.2,,,,0.72,-0.3,0.37,0.29,,,0.97,,,50.2,-8.8,11.7
GW240520_213616,GW240520_213616-v1,1400276195.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240520_213616-v1,11.4,-1.9,3.6,8.0,-1.8,1.5,11.9,,,1400.0,-500.0,530.0,,,,19.6,-1.4,2.1,8.28,-0.52,0.62,,,,0.27,-0.09,0.08,1e-05,,,0.99,,,18.7,-1.4,2.1
GW240519_012815,GW240519_012815-v1,1400117314.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240519_012815-v1,65.0,-16.0,19.0,39.0,-16.0,13.0,10.6,,,1740.0,-820.0,1830.0,-0.04,-0.31,0.26,104.0,-19.0,18.0,43.1,-9.3,8.3,,,,0.32,-0.14,0.27,0.014,,,0.99,,,100.0,-18.0,17.0
GW240516_041939,GW240516_041939-v1,1399868397.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240516_041939-v1,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,3.4,,,0.67,,,,,
GW240515_005301,GW240515_005301-v1,1399769599.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240515_005301-v1,37.1,-9.9,11.4,18.5,-4.5,8.9,12.8,,,3800.0,-1900.0,1800.0,0.47,-0.19,0.17,56.3,-8.1,10.9,22.4,-2.7,4.8,,,,0.63,-0.27,0.24,1e-05,,,0.99,,,53.2,-8.0,10.3
GW240514_121713,GW240514_121713-v1,1399724251.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240514_121713-v1,46.8,-6.3,9.3,36.7,-10.6,7.5,16.9,,,2590.0,-1040.0,820.0,0.01,-0.18,0.17,82.7,-6.8,11.2,35.4,-3.7,5.2,,,,0.45,-0.16,0.12,1e-05,,,0.99,,,78.9,-6.3,10.4
GW240513_183302,GW240513_183302-v1,1399660400.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240513_183302-v1,24.4,-4.2,6.0,16.9,-3.6,3.6,14.5,,,2250.0,-800.0,690.0,0.14,-0.14,0.13,41.4,-3.2,4.3,17.4,-1.1,1.8,,,,0.4,-0.13,0.1,1e-05,,,0.99,,,39.4,-3.1,4.2
GW240512_051606,GW240512_051606-v1,1399526185.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240512_051606-v1,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,3.1,,,0.7,,,,,
GW240512_024139,GW240512_024139-v1,1399516917.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240512_024139-v1,12.6,-2.5,4.8,8.0,-2.1,1.8,11.6,,,1170.0,-490.0,340.0,0.14,-0.07,0.13,20.7,-1.5,2.8,8.62,-0.39,0.65,,,,0.23,-0.09,0.06,1e-05,,,0.99,,,19.7,-1.5,3.0
GW240511_031507,GW240511_031507-v1,1399432526.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240511_031507-v1,40.5,-5.1,7.4,32.2,-6.6,5.5,16.3,,,1990.0,-760.0,750.0,0.05,-0.16,0.17,72.6,-5.8,7.4,31.1,-2.6,3.3,,,,0.36,-0.12,0.11,1e-05,,,0.99,,,69.1,-5.5,6.8
GW240509_102351,GW240509_102351-v1,1399285449.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240509_102351-v1,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,2.0,,,0.89,,,,,
